feature,mean_abs_shap
ORP_Low,0.037478177745186664
Butyrate,0.03228471580444983
ORP_Mid,0.029585372436149643
VFA,0.02848447610559807
Acetate,0.02847876565915048
COD-O,0.026869076941628312
VSS,0.019478640717100586
Ethanol,0.018281415234648803
Propionate,0.014401966841226388
pH,0.010083662655332832
Sucrose_Degradation,0.009063049407780107
