feature,mean_abs_shap
ORP_Low,0.03843063784728485
Butyrate,0.03353356468675306
VFA,0.029977828589379793
ORP_Mid,0.029663681612857973
COD-O,0.029299569194990997
Acetate,0.024762523563868207
Ethanol,0.018046588382436533
VSS,0.017115029689326638
pH,0.011432253902948003
Propionate,0.011048834310007603
Sucrose_Degradation,0.01078815134888967
